locality,property_type,subtype,price,type_of_sale,nb_rooms,living_area,kitchen_equipped,furnished,open_fire,terrace,terrace_area,garden,garden_area,url
Watermaal-Bosvoorde,Ground,,950,for,1,55,0,0,0,1,,1,,https://immovlan.be/en/detail/ground-floor/for-rent/1170/watermaal-bosvoorde/vwd16665
Genval,Apartment,,1700,rent,2,108,0,0,0,1,22,1,,https://immovlan.be/en/detail/apartment/for-rent/1332/genval/vbd88289
Elsene,Studio,,900,rent,0,60,1,1,0,1,,0,0,https://immovlan.be/en/detail/studio/for-rent/1050/elsene/vbd88248
Mouscron,Apartment,,930,rent,2,108,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/7700/mouscron/vbd88310
Sint-Jans-Molenbeek,Residence,,2400,rent,4,322,0,0,1,1,4,1,,https://immovlan.be/en/detail/residence/for-rent/1080/sint-jans-molenbeek/vbd88294
Waterloo,Villa,,2450,rent,4,192,0,0,0,1,30,1,500,https://immovlan.be/en/detail/villa/for-rent/1410/waterloo/vbd88295
Schaarbeek,Apartment,,1550,rent,3,102,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1030/schaarbeek/vbd88270
Sint-Lambrechts-Woluwe,Apartment,,1750,rent,2,78,0,0,0,1,5,0,0,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbd88285
Taintignies,Residence,,1300,rent,4,224,0,0,0,1,,1,,https://immovlan.be/en/detail/residence/for-rent/7618/taintignies/vbd88260
Brussels,Apartment,,1350,rent,1,52,1,1,0,1,1,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd88283
Sint-Jans-Molenbeek,Apartment,,1200,rent,2,92,0,0,0,1,9,0,0,https://immovlan.be/en/detail/apartment/for-rent/1080/sint-jans-molenbeek/vbd88276
Sint-Lambrechts-Woluwe,Apartment,,2100,rent,2,97,1,1,0,1,5,0,0,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbd88286
Ukkel,Penthouse,,1950,rent,2,120,0,0,1,1,7,1,,https://immovlan.be/en/detail/penthouse/for-rent/1180/ukkel/vbd88281
Anderlecht,Apartment,,1150,rent,2,87,0,0,0,1,10,1,,https://immovlan.be/en/detail/apartment/for-rent/1070/anderlecht/vbd88284
Elsene,Apartment,,1700,rent,3,140,0,0,0,1,10,0,0,https://immovlan.be/en/detail/apartment/for-rent/1050/elsene/vbd88246
Huldenberg,Residence,,1250,rent,3,136,0,0,0,1,,0,0,https://immovlan.be/en/detail/residence/for-rent/3040/huldenberg/rbv28900
Mont-sur-Marchienne,Apartment,,720,rent,2,70,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/6032/mont-sur-marchienne/vbd88235
Brussels,Penthouse,,3900,rent,2,150,0,0,0,1,100,0,0,https://immovlan.be/en/detail/penthouse/for-rent/1000/brussels/vbd88222
Sint-Gillis,Apartment,,2875,rent,2,80,1,1,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1060/sint-gillis/rwc41854
Mont-sur-Marchienne,Duplex,,875,rent,3,138,0,0,0,0,0,0,0,https://immovlan.be/en/detail/duplex/for-rent/6032/mont-sur-marchienne/vbd88236
Momignies,Residence,,200000,public,5,227,0,0,0,0,0,1,5492,https://immovlan.be/en/detail/residence/in-public-sale/6590/momignies/vbd88227
Brussels,Apartment,,3750,rent,2,80,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/rwc41856
Brussels,Apartment,,2000,rent,2,85,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd88223
Dampremy,Residence,,725,rent,2,88,0,0,0,0,0,0,0,https://immovlan.be/en/detail/residence/for-rent/6020/dampremy/vbd88237
Braine-l'Alleud,Ground,,1150,for,2,90,0,0,0,1,4,0,0,https://immovlan.be/en/detail/ground-floor/for-rent/1420/braine-l-alleud/vbd88217
Brussels,Apartment,,4860,rent,2,80,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/rwc41855
Gent,Apartment,,1050,rent,2,71,0,0,0,1,4,0,0,https://immovlan.be/en/detail/apartment/for-rent/9000/gent/rbv28687
Brussels,Apartment,,2252,rent,0,30,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/rwc41853
Fosses-la-Ville,Apartment,,1150,rent,3,121,0,0,0,1,12,0,0,https://immovlan.be/en/detail/apartment/for-rent/5070/fosses-la-ville/vbd88219
Tournai,Apartment,,720,rent,2,117,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/7500/tournai/vbd88225
Mellet,Residence,,1300,rent,3,130,0,0,0,1,,1,180,https://immovlan.be/en/detail/residence/for-rent/6211/mellet/vbd88241
Antwerp,Apartment,,2150,rent,0,0,1,1,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/2000/antwerp/vbd88176
Grobbendonk,Residence,,1100,rent,3,112,0,0,0,1,,1,,https://immovlan.be/en/detail/residence/for-rent/2280/grobbendonk/rbv28679
Etterbeek,Apartment,,1050,rent,0,0,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1040/etterbeek/vbd88190
Ukkel,Residence,,2900,rent,5,221,0,0,1,1,,1,,https://immovlan.be/en/detail/residence/for-rent/1180/ukkel/rbv28644
Elsene,Triplex,,2650,rent,3,159,0,0,0,1,35,0,0,https://immovlan.be/en/detail/triplex/for-rent/1050/elsene/vbd88175
Gent,Apartment,,4500,rent,0,0,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/9000/gent/vbd88180
Sint-Andries,Residence,,820,rent,2,106,0,0,0,1,8,0,0,https://immovlan.be/en/detail/residence/for-rent/8200/sint-andries/rbv28648
Brussels,Apartment,,1120,rent,1,62,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd88211
Anderlues,Apartment,,1100,rent,2,117,0,0,0,1,3,0,0,https://immovlan.be/en/detail/apartment/for-rent/6150/anderlues/vbd88207
Brugge,Apartment,,890,rent,2,0,0,0,0,1,1,0,0,https://immovlan.be/en/detail/apartment/for-rent/8000/brugge/rbv28649
Ans,Apartment,,780,rent,1,66,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/4430/ans/vwd16660
Brussels,Apartment,,1100,rent,0,0,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd88187
Antwerp,Apartment,,925,rent,2,70,0,0,0,1,6,0,0,https://immovlan.be/en/detail/apartment/for-rent/2050/antwerp/rbv28660
Evere,Apartment,,1500,rent,2,73,1,1,0,1,17,0,0,https://immovlan.be/en/detail/apartment/for-rent/1140/evere/vbd88215
Sint-Lambrechts-Woluwe,Apartment,,1750,rent,3,120,0,0,0,1,38,0,0,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbd88174
Retinne,Apartment,,750,rent,1,100,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/4621/retinne/vwd16658
Hemiksem,Apartment,,840,rent,2,80,0,0,0,1,6,0,0,https://immovlan.be/en/detail/apartment/for-rent/2620/hemiksem/rbv28657
Zwevegem,Residence,,1200,rent,5,157,0,0,0,1,29,1,500,https://immovlan.be/en/detail/residence/for-rent/8550/zwevegem/rbv28671
Koekelare,Residence,,1050,rent,3,0,0,0,0,1,1,1,,https://immovlan.be/en/detail/residence/for-rent/8680/koekelare/rbv28656
Antwerp,Apartment,,1480,rent,0,0,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/2000/antwerp/vbd88181
Evere,Apartment,,1550,rent,2,70,1,1,0,1,26,0,0,https://immovlan.be/en/detail/apartment/for-rent/1140/evere/vbd88216
Brussels,Apartment,,3900,rent,2,150,0,0,0,1,100,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd88224
Fosses-la-Ville,Apartment,,980,rent,2,93,0,0,0,1,14,0,0,https://immovlan.be/en/detail/apartment/for-rent/5070/fosses-la-ville/vbd88218
Tournai,Residence,,790,rent,2,147,0,0,0,1,,0,0,https://immovlan.be/en/detail/residence/for-rent/7500/tournai/vbd88239
Mouscron,Apartment,,630,rent,1,45,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/7700/mouscron/vbd88311
Arlon,Residence,,1500,rent,3,145,0,0,0,0,0,1,,https://immovlan.be/en/detail/residence/for-rent/6700/arlon/vbd88250
Oudergem,Apartment,,1395,rent,2,94,0,0,0,1,10,0,0,https://immovlan.be/en/detail/apartment/for-rent/1160/oudergem/vbd88282
Sint-Jans-Molenbeek,Apartment,,120000,public,2,0,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/in-public-sale/1080/sint-jans-molenbeek/vbd88242
Ukkel,Penthouse,,2150,rent,3,158,0,0,0,1,20,0,0,https://immovlan.be/en/detail/penthouse/for-rent/1180/ukkel/vbd88327
Sint-Lambrechts-Woluwe,Apartment,,1290,rent,1,60,0,0,0,1,5,0,0,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbd88347
Evere,Apartment,,1550,rent,2,70,1,1,0,1,20,0,0,https://immovlan.be/en/detail/apartment/for-rent/1140/evere/vbd88350
Evere,Apartment,,1600,rent,2,71,1,1,0,1,25,0,0,https://immovlan.be/en/detail/apartment/for-rent/1140/evere/vbd88348
Nandrin,Residence,,900,rent,2,140,0,0,0,1,15,0,0,https://immovlan.be/en/detail/residence/for-rent/4550/nandrin/vbd88433
Ertvelde,Ground,,1150,for,2,120,0,0,0,1,10,0,0,https://immovlan.be/en/detail/ground-floor/for-rent/9940/ertvelde/rbv28975
Huy,Residence,,850,rent,3,120,0,0,0,0,0,1,200,https://immovlan.be/en/detail/residence/for-rent/4500/huy/vbd88426
Etterbeek,Apartment,,1050,rent,0,47,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1040/etterbeek/vbd88452
Liege,Apartment,,845,rent,2,65,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/4000/liege/vwd16666
Vonêche,Residence,,950,rent,3,165,0,0,0,1,,1,,https://immovlan.be/en/detail/residence/for-rent/5570/voneche/vbd88529
Biesme,Apartment,,600,rent,2,82,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/5640/biesme/vbd88512
Ohain,Apartment,,1295,rent,2,105,0,0,0,1,30,0,0,https://immovlan.be/en/detail/apartment/for-rent/1380/ohain/vbd88526
Gembloux,Studio,,610,rent,1,35,0,0,0,1,5,1,,https://immovlan.be/en/detail/studio/for-rent/5030/gembloux/vwd16668
Roly,Residence,,900,rent,3,130,0,0,0,1,,0,0,https://immovlan.be/en/detail/residence/for-rent/5600/roly/vbd88604
Brussels,Studio,,875,rent,1,40,1,1,0,0,0,0,0,https://immovlan.be/en/detail/studio/for-rent/1000/brussels/vbd88606
Virton,Apartment,,560,rent,1,63,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/6760/virton/vbd88565
Brussels,Apartment,,2200,rent,2,149,0,0,0,1,41,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd88652
Elsene,Apartment,,1750,rent,1,77,0,0,0,1,6,0,0,https://immovlan.be/en/detail/apartment/for-rent/1050/elsene/vbd88656
Sint-Lambrechts-Woluwe,Apartment,,1290,rent,1,64,0,0,0,1,4,1,,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbd88638
Mons,Studio,,650,rent,0,30,0,0,0,1,9,0,0,https://immovlan.be/en/detail/studio/for-rent/7000/mons/vbd88696
Grivegnée,Residence,,1100,rent,3,116,0,0,0,1,,1,30,https://immovlan.be/en/detail/residence/for-rent/4030/grivegnee/vbd88699
Jodoigne,Apartment,,775,rent,2,90,0,0,0,0,0,1,,https://immovlan.be/en/detail/apartment/for-rent/1370/jodoigne/vbd88687
Overijse,Residence,,1400,rent,4,170,0,0,0,1,,0,0,https://immovlan.be/en/detail/residence/for-rent/3090/overijse/rbv29668
Brussels,Apartment,,1250,rent,2,95,0,0,0,1,8,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd88758
Liege,Apartment,,595,rent,1,60,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/4000/liege/vbd88756
Namur,Residence,,795,rent,1,55,0,0,0,0,0,1,,https://immovlan.be/en/detail/residence/for-rent/5000/namur/vbd88733
Leopoldsburg,Apartment,,950,rent,3,92,0,0,0,1,,1,,https://immovlan.be/en/detail/apartment/for-rent/3970/leopoldsburg/vbd88761
Tournai,Apartment,,690,rent,1,25,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/7500/tournai/vbd88816
Dilsen-Stokkem,Apartment,,975,rent,3,0,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/3650/dilsen-stokkem/rbv29855
Heist-op-den-Berg,Apartment,,990,rent,2,94,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/2220/heist-op-den-berg/rbv29739
Estaimpuis,Residence,,850,rent,2,109,0,0,0,1,,1,,https://immovlan.be/en/detail/residence/for-rent/7730/estaimpuis/vbd88875
Chairière,Residence,,100000,public,3,0,0,0,0,0,0,1,,https://immovlan.be/en/detail/residence/in-public-sale/5550/chairiere/vbd88883
Bertrix,Apartment,,915,rent,2,107,0,0,0,1,14,1,169,https://immovlan.be/en/detail/apartment/for-rent/6880/bertrix/vbd88956
Lennik,Apartment,,1080,rent,1,70,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1750/lennik/rbv29913
Elsene,Ground,,1650,for,2,90,0,0,0,1,30,1,90,https://immovlan.be/en/detail/ground-floor/for-rent/1050/elsene/vbd88923
Frasnes-lez-Buissenal,Apartment,,775,rent,2,75,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/7911/frasnes-lez-buissenal/vbd89021
Oostende,Apartment,,1350,rent,2,0,1,1,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/8400/oostende/rbv29953
Brussels,Duplex,,2550,rent,2,84,1,1,0,1,6,0,0,https://immovlan.be/en/detail/duplex/for-rent/1000/brussels/vbd88972
Chimay,Apartment,,900,rent,3,166,0,0,0,1,10,0,0,https://immovlan.be/en/detail/apartment/for-rent/6460/chimay/vbd89026
Etterbeek,Apartment,,1400,rent,1,75,1,1,0,1,3,0,0,https://immovlan.be/en/detail/apartment/for-rent/1040/etterbeek/vbd89071
Elsene,Apartment,,3900,rent,0,0,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1050/elsene/vbd89045
Evere,Apartment,,1400,rent,2,89,1,1,0,1,14,0,0,https://immovlan.be/en/detail/apartment/for-rent/1140/evere/vbd89029
Vlamertinge,Duplex,,640,rent,2,90,0,0,0,1,6,0,0,https://immovlan.be/en/detail/duplex/for-rent/8908/vlamertinge/rbv30431
Geel,Residence,,895,rent,3,101,0,0,0,1,,1,,https://immovlan.be/en/detail/residence/for-rent/2440/geel/rbv30517
Brussels,Apartment,,1250,rent,1,85,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd89158
Geel,Apartment,,795,rent,2,76,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/2440/geel/rbv30518
Etterbeek,Apartment,,385000,public,3,0,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/in-public-sale/1040/etterbeek/vbd89155
Etterbeek,Apartment,,1200,rent,1,84,0,0,0,1,1,0,0,https://immovlan.be/en/detail/apartment/for-rent/1040/etterbeek/vbd89257
Libramont,Apartment,,750,rent,2,77,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/6800/libramont/vwd16686
Rochefort,Residence,,1000,rent,3,140,0,0,0,1,70,0,0,https://immovlan.be/en/detail/residence/for-rent/5580/rochefort/vbd89180
Neder-Over-Heembeek,Apartment,,850,rent,1,69,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1120/neder-over-heembeek/vbd89197
Sprimont,Residence,,1200,rent,3,130,0,0,0,1,12,1,60,https://immovlan.be/en/detail/residence/for-rent/4140/sprimont/vbd89285
Antwerp,Duplex,,1700,rent,3,120,0,0,0,1,8,0,0,https://immovlan.be/en/detail/duplex/for-rent/2018/antwerp/rwc41867
Bastogne,Residence,,785,rent,1,80,0,0,0,0,0,0,0,https://immovlan.be/en/detail/residence/for-rent/6600/bastogne/vbd89272
Herent,Residence,,1325,rent,3,150,0,0,0,1,,0,0,https://immovlan.be/en/detail/residence/for-rent/3020/herent/rbv30857
Sint-Pieters-Woluwe,Apartment,,1600,rent,2,95,1,1,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1150/sint-pieters-woluwe/vbd89350
Oudergem,Residence,,3650,rent,5,250,0,0,0,1,7,1,,https://immovlan.be/en/detail/residence/for-rent/1160/oudergem/vbd89345
Sint-Pieters-Woluwe,Apartment,,1800,rent,4,140,0,0,1,1,21,0,0,https://immovlan.be/en/detail/apartment/for-rent/1150/sint-pieters-woluwe/vbd89342
Brussels,Apartment,,2100,rent,3,123,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd89329
Tournai,Apartment,,495,rent,1,110,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/7500/tournai/vbd89393
Etterbeek,Apartment,,1150,rent,1,60,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1040/etterbeek/vbd89401
Tournai,Apartment,,725,rent,2,80,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/7500/tournai/vbd89400
Tournai,Apartment,,425,rent,1,20,1,1,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/7500/tournai/vbd89395
Sint-Lambrechts-Woluwe,Apartment,,1500,rent,0,0,1,1,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbd89452
Ukkel,Apartment,,1700,rent,2,105,0,0,0,1,,1,,https://immovlan.be/en/detail/apartment/for-rent/1180/ukkel/vbd89447
Sint-Pieters-Woluwe,Apartment,,1850,rent,2,78,1,1,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1150/sint-pieters-woluwe/vbd89448
Leffinge,Duplex,,920,rent,3,99,0,0,0,1,3,0,0,https://immovlan.be/en/detail/duplex/for-rent/8432/leffinge/rwc41872
Sélange,Residence,,1350,rent,2,160,0,0,0,0,0,1,,https://immovlan.be/en/detail/residence/for-rent/6781/selange/vbd89508
Elsene,Duplex,,1695,rent,2,135,0,0,0,1,20,0,0,https://immovlan.be/en/detail/duplex/for-rent/1050/elsene/vbd89472
Vorst,Apartment,,1200,rent,1,63,1,1,0,1,20,0,0,https://immovlan.be/en/detail/apartment/for-rent/1190/vorst/vbd89481
Sint-Lambrechts-Woluwe,Apartment,,1950,rent,2,102,0,0,0,1,11,0,0,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbd89527
Herentals,Apartment,,995,rent,2,85,0,0,0,1,10,1,,https://immovlan.be/en/detail/apartment/for-rent/2200/herentals/rbv31477
Mechelen,Apartment,,1345,rent,2,95,0,0,0,1,26,0,0,https://immovlan.be/en/detail/apartment/for-rent/2800/mechelen/rbv31478
Heusden,Apartment,,945,rent,2,89,0,0,0,1,6,0,0,https://immovlan.be/en/detail/apartment/for-rent/9070/heusden/rbv31483
Wanze,Apartment,,760,rent,2,85,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/4520/wanze/vwd16698
Belgrade,Apartment,,990,rent,2,72,0,0,0,1,7,0,0,https://immovlan.be/en/detail/apartment/for-rent/5001/belgrade/vbd89613
Berlare,Residence,,1015,rent,3,125,0,0,1,1,10,0,0,https://immovlan.be/en/detail/residence/for-rent/9290/berlare/rbv31577
Evere,Penthouse,,1950,rent,2,126,1,1,0,1,17,0,0,https://immovlan.be/en/detail/penthouse/for-rent/1140/evere/vbd89626
Charleroi,Studio,,475,rent,0,0,0,0,0,0,0,0,0,https://immovlan.be/en/detail/studio/for-rent/6000/charleroi/vbd89642
Namur,Apartment,,1050,rent,2,105,0,0,0,1,,1,,https://immovlan.be/en/detail/apartment/for-rent/5000/namur/vbd89670
Ukkel,Apartment,,2150,rent,3,157,0,0,0,1,29,1,,https://immovlan.be/en/detail/apartment/for-rent/1180/ukkel/vbd89728
Elsene,Apartment,,1150,rent,1,54,0,0,0,1,10,0,0,https://immovlan.be/en/detail/apartment/for-rent/1050/elsene/vbd89737
Brussels,Apartment,,1790,rent,1,0,1,1,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd89653
Sint-Gillis,Studio,,850,rent,0,30,0,0,0,1,4,0,0,https://immovlan.be/en/detail/studio/for-rent/1060/sint-gillis/vbd89748
Marcinelle,Apartment,,625,rent,1,50,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/6001/marcinelle/vbd89746
Deurne,Apartment,,920,rent,3,104,0,0,0,1,3,0,0,https://immovlan.be/en/detail/apartment/for-rent/2100/deurne/rbv33422
Sint-Lambrechts-Woluwe,Apartment,,1230,rent,2,105,0,0,0,1,6,0,0,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbd89760
Vorst,Apartment,,1180,rent,1,75,0,0,0,1,,1,50,https://immovlan.be/en/detail/apartment/for-rent/1190/vorst/vbd89821
Etterbeek,Apartment,,825,rent,1,33,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1040/etterbeek/rbv33429
Sint-Lambrechts-Woluwe,Apartment,,1020,rent,1,50,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbd89837
Ukkel,Apartment,,1350,rent,2,80,0,0,0,1,10,0,0,https://immovlan.be/en/detail/apartment/for-rent/1180/ukkel/vbd89841
Ukkel,Apartment,,2200,rent,2,131,0,0,0,1,30,0,0,https://immovlan.be/en/detail/apartment/for-rent/1180/ukkel/vbd89916
Schaltin,Residence,,1270,rent,4,162,0,0,0,1,28,1,,https://immovlan.be/en/detail/residence/for-rent/5364/schaltin/vbd89904
Mechelen,Triplex,,1750,rent,3,172,1,1,0,1,,0,0,https://immovlan.be/en/detail/triplex/for-rent/2800/mechelen/rbv33661
Hamoir,Apartment,,890,rent,2,172,0,0,0,1,36,0,0,https://immovlan.be/en/detail/apartment/for-rent/4180/hamoir/vbd89886
Etterbeek,Apartment,,1400,rent,2,90,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/1040/etterbeek/vbd89951
Diegem,Apartment,,825,rent,1,60,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1831/diegem/rbv33786
Mont-Saint-Guibert,Apartment,,950,rent,2,82,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1435/mont-saint-guibert/vbd89918
Erpe-Mere,Residence,,1150,rent,3,206,0,0,0,1,,1,,https://immovlan.be/en/detail/residence/for-rent/9420/erpe-mere/rbv33789
Brussels,Apartment,,1975,rent,2,130,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd90010
Brussels,Apartment,,900,rent,2,75,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd90131
Brussels,Apartment,,1975,rent,2,130,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd90014
Brussels,Apartment,,1975,rent,2,130,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1000/brussels/vbd90012
Xhendremael,Apartment,,1150,rent,3,113,0,0,0,0,0,1,,https://immovlan.be/en/detail/apartment/for-rent/4432/xhendremael/vbd90189
Antwerp,Apartment,,1100,rent,2,93,0,0,0,1,8,0,0,https://immovlan.be/en/detail/apartment/for-rent/2018/antwerp/vbd90135
Mont-sur-Marchienne,Residence,,1000,rent,1,70,0,0,0,0,0,1,,https://immovlan.be/en/detail/residence/for-rent/6032/mont-sur-marchienne/vbd90177
Ghlin,Residence,,1000,rent,3,150,0,0,0,0,0,1,,https://immovlan.be/en/detail/residence/for-rent/7011/ghlin/vbd90154
Petigny,Residence,,650,rent,1,50,0,0,0,1,,1,,https://immovlan.be/en/detail/residence/for-rent/5660/petigny/vbd90204
Oedelem,Apartment,,730,rent,2,95,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/8730/oedelem/rbv33886
Etterbeek,Apartment,,1250,rent,0,0,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1040/etterbeek/vbd90225
Sint-Lambrechts-Woluwe,Apartment,,1300,rent,2,102,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1200/sint-lambrechts-woluwe/vbd90206
Schaarbeek,Apartment,,1260,rent,1,70,1,1,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1030/schaarbeek/vbd90272
Etterbeek,Apartment,,1100,rent,1,60,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1040/etterbeek/vbd90274
Elsene,Apartment,,1250,rent,1,72,0,0,0,1,8,0,0,https://immovlan.be/en/detail/apartment/for-rent/1050/elsene/vbd90276
Wavre,Apartment,,1000,rent,2,85,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1300/wavre/vbd90262
Sint-Gillis,Apartment,,2280,rent,2,125,1,1,1,1,20,1,20,https://immovlan.be/en/detail/apartment/for-rent/1060/sint-gillis/vbd90286
Elsene,Apartment,,1600,rent,2,109,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1050/elsene/vbd90290
Elsene,Apartment,,1400,rent,1,60,0,0,0,1,4,0,0,https://immovlan.be/en/detail/apartment/for-rent/1050/elsene/vbd90291
Etterbeek,Apartment,,1160,rent,1,40,1,1,0,1,3,0,0,https://immovlan.be/en/detail/apartment/for-rent/1040/etterbeek/vbd90358
Ukkel,Studio,,605,rent,1,36,0,0,0,0,0,0,0,https://immovlan.be/en/detail/studio/for-rent/1180/ukkel/vbd90373
Etterbeek,Triplex,,2950,rent,4,265,1,1,0,0,0,0,0,https://immovlan.be/en/detail/triplex/for-rent/1040/etterbeek/vbd90410
Beaufays,Duplex,,1390,rent,2,205,0,0,0,1,,1,,https://immovlan.be/en/detail/duplex/for-rent/4052/beaufays/vbd90413
Heusden,Apartment,,925,rent,2,94,0,0,0,1,,0,0,https://immovlan.be/en/detail/apartment/for-rent/3550/heusden/rbv34392
Ukkel,Ground,,1500,for,2,96,0,0,0,1,8,1,300,https://immovlan.be/en/detail/ground-floor/for-rent/1180/ukkel/vbd90450
Antwerp,Apartment,,1100,rent,2,93,0,0,0,1,8,0,0,https://immovlan.be/en/detail/apartment/for-rent/2018/antwerp/rbv34436
Tournai,Studio,,350,rent,1,31,0,0,0,0,0,0,0,https://immovlan.be/en/detail/studio/for-rent/7500/tournai/vbd90516
Sint-Pieters-Woluwe,Apartment,,950,rent,1,60,0,0,0,0,0,0,0,https://immovlan.be/en/detail/apartment/for-rent/1150/sint-pieters-woluwe/vbd90434
Antwerp,Duplex,,1600,rent,3,140,0,0,0,1,6,0,0,https://immovlan.be/en/detail/duplex/for-rent/2018/antwerp/rbv34476
Enghien,Duplex,,1000,rent,3,85,0,0,0,1,,0,0,https://immovlan.be/en/detail/duplex/for-rent/7850/enghien/vbd90538
Beringen,Duplex,,1150,rent,2,102,1,1,0,1,20,0,0,https://immovlan.be/en/detail/duplex/for-rent/3580/beringen/rbv34463
